Image ID,Label,correct_obj+context,context,correct_obj
264335,bird,A bird flying through a blue sky with wide wings.,A  flying through a blue sky with wide wings.,bird
384513,horse,a small horse is attached to a cart on the side of a road,a small  is attached to a cart on the side of a road,horse
176037,bus,A transit bus riding through a city street at night.,A transit  riding through a city street at night.,bus
167902,bird,A black and yellow bird with a colorful beak,A black and yellow  with a colorful beak,bird
126107,bird,A bird that is flying over the sand.,A  that is flying over the sand.,bird
259382,giraffe,A young giraffe tries to stand up straight on it's legs.,A young  tries to stand up straight on it's legs.,giraffe
578236,bird,A large lizard sitting on stone steps with three birds.,A large lizard sitting on stone steps with three .,birds
311190,dog,A dog wearing a hat while in a car.,A  wearing a hat while in a car.,dog
558421,train,A train filled with passengers traveling down railroad tracks.,A  filled with passengers traveling down railroad tracks.,train
172856,stop sign,a stop sign and two brown and white street signs ,a  and two brown and white street signs ,stop sign
524742,train,a picture of graffiti on a subway train.,a picture of graffiti on a subway .,train
530466,train,A passenger train that has some graffiti on it.,A passenger  that has some graffiti on it.,train
84650,cat,a cat laying on a luggage bag on the ground,a  laying on a luggage bag on the ground,cat
84650,suitcase,A brown cat lying on a black suitcase.,A brown cat lying on a black .,suitcase
526706,cow,a small calf nursing a cow in a pasture,a small calf nursing a  in a pasture,cow
19924,tie,"A woman with a hat, tie and striped halter smoking a long cigarette.","A woman with a hat,  and striped halter smoking a long cigarette.",tie
365098,boat,An empty boat in the water near a tree,An empty  in the water near a tree,boat
528980,umbrella,A windblown inverted umbrella mounted on a pole with city buildings behind.,A windblown inverted  mounted on a pole with city buildings behind.,umbrella
16598,tie,a girl with her cell phone tie and blue hair,a girl with her cell phone  and blue hair,tie
16598,cell phone,a girl with her cell phone tie and blue hair,a girl with her  tie and blue hair,cell phone
67315,tie,A close-up picture of a man wearing a tie.,A close-up picture of a man wearing a .,tie
416256,cat,A cat laying on the floor next to a keyboard.,A  laying on the floor next to a keyboard.,cat
416256,keyboard,A cat laying on the floor next to a keyboard.,A cat laying on the floor next to a .,keyboard
179392,cat,A young cat stands on a computer desk.,A young  stands on a computer desk.,cat
257566,boat,People going down a narrow area on a boat.,People going down a narrow area on a .,boat
127660,suitcase,A girl with a black eye and pig tails sits in a suitcase.,A girl with a black eye and pig tails sits in a .,suitcase
575243,umbrella,A person walking down a street while holding an umbrella.,A person walking down a street while holding an .,umbrella
575243,person,A person walking down a street while holding an umbrella.,A  walking down a street while holding an umbrella.,person
449432,bus,A group of people in uniforms stand in formation next to a bus,A group of people in uniforms stand in formation next to a ,bus
449432,person,A group of people in uniforms stand in formation next to a bus,A group of  in uniforms stand in formation next to a bus,people
461036,bear,Some leafy trees are hiding a black bear.,Some leafy trees are hiding a black .,bear
7088,umbrella,A little girl is holding an umbrella on a wet day.,A little girl is holding an  on a wet day.,umbrella
165500,bear,three short furry bears sniffing in some weeds next to a grassy bank ,three short furry  sniffing in some weeds next to a grassy bank ,bears
508586,zebra,Herd of zebra grazing on dried grasses in open field.,Herd of  grazing on dried grasses in open field.,zebra
468632,person,Some people playing with a disc in a field.,Some  playing with a disc in a field.,people
468632,frisbee,A group of men that are on a field playing frisbee.,A group of men that are on a field playing .,frisbee
13774,person,A person standing in shore of beach with a frisbee in the sky.,A  standing in shore of beach with a frisbee in the sky.,person
13774,frisbee,A person standing in shore of beach with a frisbee in the sky.,A person standing in shore of beach with a  in the sky.,frisbee
509656,zebra,A zebra standing in tall grass near a building.,A  standing in tall grass near a building.,zebra
335450,horse,a small horse and a larger horse standing behind a fence,a small  and a larger  standing behind a fence,horse
581781,banana,"A store display filled with ripe, unripe bananas and other fruit.","A store display filled with ripe, unripe  and other fruit.",bananas
56288,sandwich,A tall sandwich with pickle on a white plate.,A tall  with pickle on a white plate.,sandwich
499031,banana,Three women standing in front of a sign about bananas and a bunch of bananas.,Three women standing in front of a sign about  and a bunch of .,bananas
457262,banana,A table topped with bananas next to a coin.,A table topped with  next to a coin.,bananas
50331,broccoli,Planters with growing broccoli in them on the ground ,Planters with growing  in them on the ground ,broccoli
299355,broccoli,"A meal of broccoli, meat, and sauce on a plate.","A meal of , meat, and sauce on a plate.",broccoli
209757,skateboard,A man on a skateboard on a ledge.,A man on a  on a ledge.,skateboard
464144,skis,A man on skis with ski poles has just descended the mountain. ,A man on s with  poles has just descended the mountain. ,ski
402118,person,A person riding a snow board while flying through the air.,A  riding a snow board while flying through the air.,person
402118,snowboard,A person performs a jump in the air on a snowboard.,A person performs a jump in the air on a .,snowboard
496409,skis,A man skis in a very snowy looking mountain. ,A man  in a very snowy looking mountain. ,skis
538458,skateboard,young men filming skating tricks on their skateboards,young men filming skating tricks on their ,skateboards
538458,person,two people standing on a paved sidewalk with skateboards,two  standing on a paved sidewalk with skateboards,people
396200,skateboard,A person on a skateboard on a street.,A person on a  on a street.,skateboard
396200,person,A person on a skateboard on a street.,A  on a skateboard on a street.,person
242946,person,people eating on a table with many different food types on it, eating on a table with many different food types on it,people
460929,bottle,A hot dog with mustard is next to a bottle of soda.,A hot dog with mustard is next to a  of soda.,bottle
460929,hot dog,A hot dog with mustard is next to a bottle of soda.,A  with mustard is next to a bottle of soda.,hot dog
289938,hot dog,A hot dog cart across from the Radio City Music Hall.,A  cart across from the Radio City Music Hall.,hot dog
399296,hot dog,Someone roasting hot dogs in a fire outside,Someone roasting  in a fire outside,hot dogs
125257,person,a person walking on a snow covered field.,a  walking on a snow covered field.,person
125257,snowboard,A man on a snowboard on a groomed slope.,A man on a  on a groomed slope.,snowboard
164969,pizza,A pizza in a box with toppings that are divided into thirds.,A  in a box with toppings that are divided into thirds.,pizza
145597,person,A group of people crowded around a picnic blanket.,A group of  crowded around a picnic blanket.,people
455301,book,a baby girl and her mom are looking at a book,a baby girl and her mom are looking at a ,book
455301,bed,A mother with her baby laying in bed.,A mother with her baby laying in .,bed
505451,person,A person riding the waves on a surf board.,A  riding the waves on a surf board.,person
505451,surfboard,A person on surfboard riding on a small wave.,A person on  riding on a small wave.,surfboard
